Date,volatility_volume_ratio,stoch_k,stoch_d,rolling_vol_7,rolling_return_7,CCI,ADX_pos,price_range,volatility,Williams_%R,RSI,MACD,Close
2015-05-14 00:00:00+00:00,1.1221886171515092,43.45068711939093,55.30031801332893,0.0149228613036347,-0.0001491205730957,19.24110122463599,22.3486569817352,3.7419892000000345,0.0158415213692377,-56.54931288060907,50.04541553522194,0.9561458075874896,236.9290008999997
2015-05-15 00:00:00+00:00,0.7649399934086611,46.965817367746226,46.77408442270637,0.0090673359070876,-0.0036714963246998,33.61862693135154,22.900600256365223,1.9580078000000185,0.0082632051871713,-53.034182632253774,50.71269772028003,0.8708149737817337,237.60499569999956
2015-05-16 00:00:00+00:00,0.5525369691778453,39.41553094976647,43.277345145634534,0.0089149743296403,-0.0033547097916784,5.626206704480673,22.284499000544145,2.4020080000000235,0.0101075896227182,-60.58446905023353,49.19270478264285,0.6782077897597958,236.1529998999995
2015-05-17 00:00:00+00:00,0.624057394961624,42.79030086361215,43.05721639370828,0.0090673077371559,-0.0020547490289805,7.461987734936628,22.1419603946777,2.014999399999965,0.0085377714798429,-57.20969913638784,49.915300451711886,0.5713481089476034,236.80200200000036
2015-05-18 00:00:00+00:00,1.0345940976111636,23.68575379914267,35.29719520417376,0.0091383081942949,-0.0053781532171425,-55.43204872763301,20.883969119596323,4.75,0.0200517551927357,-76.31424620085731,45.93268501823884,0.1880327452463461,233.1280060000008
2015-05-19 00:00:00+00:00,0.8912870460975593,17.544629458716337,28.006894707157056,0.0091282462394177,-0.0054847774854627,-107.37357562102412,20.274429320319427,2.3339997000000494,0.0100155755264594,-82.45537054128366,44.6981039518681,-0.2086391932118658,231.94700620000003
2015-05-20 00:00:00+00:00,0.993703277259778,28.31369444596144,23.181359234606816,0.0080705136235638,-0.0014037861727154,-87.09226271832497,20.21735838346929,2.8410034999999425,0.0122515136804127,-71.68630555403857,47.36956899839087,-0.3518364829644724,234.0180053999993
2015-05-21 00:00:00+00:00,1.1390270583657771,22.061630626424815,22.63998484370086,0.008418413516902,-0.0009279402685149,-51.20997977394763,21.66658412331169,2.4069977000000335,0.0102856113818863,-77.93836937357518,49.06609690441816,-0.3542416828223054,235.3439940999997
2015-05-22 00:00:00+00:00,1.8988637346152828,53.36214495182708,34.57915667473777,0.0119368066831705,0.0017019733146773,29.34459764708078,26.28560899901059,5.9089965000000575,0.0251103663616903,-46.63785504817292,54.965796101999295,0.0470913757827702,240.3480072000002
2015-05-23 00:00:00+00:00,1.017483638901863,56.652943069233984,44.02557288249528,0.0119401045078648,0.0016976611431258,46.3530965631092,25.507228994793756,2.3339995999999132,0.0097134233526314,-43.347056930766016,53.01514606350142,0.2432448117180001,238.8719939999992
2015-05-24 00:00:00+00:00,0.8439390959199895,73.3638432432723,61.12631042144445,0.0122366296287442,0.0025496024232212,69.5120018896685,25.71561239474927,3.1669921999999247,0.0132523442849068,-26.6361567567277,55.41740890352853,0.5601606659496667,240.95300289999977
2015-05-25 00:00:00+00:00,1.0359713806817696,44.52765369140659,58.18148000130429,0.0123440724102237,0.0024875848199275,12.38039714872434,24.083680838406973,4.384002699999996,0.0181963941924616,-55.47234630859341,50.30254598141151,0.495508679767056,237.1100005999997
2015-05-26 00:00:00+00:00,1.2144106122958185,44.578101266733334,54.15653273380408,0.0119691398393073,0.0032148957280068,-26.11859441741182,23.16290752979171,2.5500031000000263,0.0107547871737986,-55.421898733266666,50.310252902835344,0.4396869609086877,237.11599729999944
2015-05-27 00:00:00+00:00,1.5344614546457571,53.79397619062023,47.63324371625338,0.0117157551505378,0.0020399768792033,-16.47746482665525,23.075872089331583,1.9409943,0.0081876037388469,-46.20602380937977,50.540294646612615,0.4042638539865208,237.2830047999996
