Date,Close/Last,Open,High,Low,SP500_Daily_Return,SP500_Return_Lag1,SP500_Return_Lag3,SP500_Daily_Return_Pct,SP500_Cumulative_Return,SP500_Rolling_Vol_5d,SP500_Rolling_Vol_20d,SP500_Return_5d,SP500_Return_20d,SP500_MA_5d,SP500_MA_20d
2015-06-10,2105.2,2081.12,2108.5,2081.12,0.012042400788404573,0.00041841406640763523,-0.0014361783342240475,1.2042400788404573,-0.0074961105086984725,0.12803785696305045,,-0.004195698344898857,,2090.66,2112.7105
2015-06-11,2108.86,2106.24,2115.02,2106.24,0.001738552156564932,0.012042400788404573,-0.00647448669982742,0.1738552156564932,-0.005770590731224323,0.10775069462127185,0.08365160912113076,0.006212306282922242,-0.005770590731224212,2093.264,2112.0985
2015-06-12,2094.11,2107.43,2107.43,2091.33,-0.006994300238043261,0.001738552156564932,0.00041841406640763523,-0.6994300238043261,-0.012724529725142486,0.12269400739202502,0.08684337205679685,0.0006116120277328552,-0.013482637923805663,2093.52,2110.6675
2015-06-15,2084.43,2091.34,2091.34,2072.49,-0.004622488789987278,-0.006994300238043261,0.012042400788404573,-0.4622488789987278,-0.01728819951911742,0.11696904325624918,0.08676276323920229,0.00247681889884932,-0.02102667668607927,2094.55,2108.429
2015-06-16,2096.29,2084.26,2097.4,2082.1,0.005689804886707783,-0.004622488789987278,0.001738552156564932,0.5689804886707783,-0.011696761114515897,0.12254424341439188,0.09000608288029327,0.007759055837319284,-0.014822612708721983,2097.778,2106.852
2015-06-17,2100.44,2097.4,2106.79,2088.86,0.001979687924857698,0.005689804886707783,-0.006994300238043261,0.19796879248576982,-0.009740229126396605,0.08272565963243315,0.0905119700459797,-0.0022610678320348354,-0.011952865912458477,2096.826,2105.5815
2015-06-18,2121.24,2101.58,2126.65,2101.58,0.009902687056045245,0.001979687924857698,-0.004622488789987278,0.9902687056045245,6.600348875585027e-05,0.11156023085643832,0.09746854902049133,0.005870470301489794,-0.0044959217578210975,2099.302,2105.1025
2015-06-19,2109.99,2121.06,2121.64,2109.45,-0.005303501725405946,0.009902687056045245,0.005689804886707783,-0.5303501725405946,-0.005237848286266611,0.10414389362414586,0.09891335044215474,0.0075831737587803705,-0.007558582542355419,2102.478,2104.299
2015-06-22,2122.85,2112.5,2129.87,2112.5,0.006094815615239835,-0.005303501725405946,0.001979687924857698,0.6094815615239835,0.0008250436094479063,0.09125653225091387,0.10153936885125908,0.018431897449182832,-0.0015098350940236926,2110.1619999999994,2104.1385
2015-06-23,2124.2,2123.16,2128.03,2119.89,0.0006359375368019116,0.006094815615239835,0.009902687056045245,0.06359375368019116,0.0014615058224505262,0.09127202488420391,0.09407794273027045,0.013313997586211768,0.009504799923961693,2115.7439999999997,2105.1385
2015-06-24,2108.58,2123.65,2125.1,2108.58,-0.0073533565577629245,0.0006359375368019116,-0.005303501725405946,-0.7353356557762925,-0.005902597708736135,0.11628842195670086,0.09213037299949782,0.003875378492125492,-0.007016783770037893,2117.372,2104.3934999999997
2015-06-25,2102.31,2109.96,2116.04,2101.78,-0.002973565148109092,-0.0073533565577629245,0.006094815615239835,-0.2973565148109092,-0.008858611098015223,0.08428131916040704,0.09255727879853078,-0.008924025569949534,-0.008713734033072629,2113.586,2103.4695
2015-06-26,2101.49,2102.62,2108.92,2095.38,-0.0003900471386237836,-0.002973565148109092,0.0006359375368019116,-0.03900471386237836,-0.00924520296072806,0.07834969857581348,0.08990178466415621,-0.004028455111161677,-0.002799671631734113,2111.8859999999995,2103.1745
2015-06-29,2057.64,2098.63,2098.63,2056.64,-0.020866147352592623,-0.0003900471386237836,-0.0073533565577629245,-2.0866147352592623,-0.029918438546037485,0.13914461807579903,0.11565583552485917,-0.030718138351744084,-0.02561406998053739,2098.8439999999996,2100.4700000000003
2015-06-30,2063.11,2061.19,2074.28,2056.32,0.0026583853346553443,-0.020866147352592623,-0.002973565148109092,0.26583853346553443,-0.027339587949648747,0.14596806060069695,0.11649570314541256,-0.02875906223519431,-0.02203735305271126,2086.6259999999997,2098.1455
