rnn,xgb,lgbm,optimized_ensemble,simple_ensemble
0.8883843,0.47284043,0.696075839701476,0.6960758397014761,0.6857668303460486
-0.95503896,-0.33270133,-1.2609676711864994,-1.2609676711864994,-0.8495693005822673
-0.33164573,-0.13056666,-0.11596564579237591,-0.11596564579237592,-0.19272600984649224
-0.4164217,-0.21910536,-0.494853849697727,-0.49485384969772706,-0.3767936413449109
-0.27110147,-0.31365088,-0.4378083675197261,-0.4378083675197262,-0.3408535629210041
1.3615264,0.94208604,0.6427515087837755,0.6427515087837756,0.9821213264702022
0.16338646,-0.109762765,-0.8065084529529158,-0.8065084529529158,-0.2509615847670417
-0.044216543,-0.18975762,-0.3277715391837516,-0.3277715391837516,-0.18724856598254572
-5.492351,-7.5835958,-9.204249332622979,-9.20424933262298,-7.426732046828103
-5.846453,-4.9212847,-6.162317769005971,-6.162317769005972,-5.643352037097042
-1.1195171,0.49675602,1.9654417396996213,1.9654417396996213,0.4475602229904398
2.3288598,2.5150201,3.932667565552724,3.9326675655527246,2.9255157550865847
3.3468392,3.550127,3.6020628497556113,3.6020628497556118,3.499676276761799
0.65113646,0.009899983,-1.5370987691804818,-1.5370987691804818,-0.29202077913036123
1.2075632,0.95885444,1.2685304549362242,1.2685304549362244,1.1449826845535298
-0.9455393,-0.5387971,-2.654168929566737,-2.654168929566737,-1.3795017685856408
-2.4687653,-1.5167414,-2.4141719514233126,-2.4141719514233126,-2.1332261619999096
-1.248414,-0.72775275,-0.5315394199965915,-0.5315394199965916,-0.8359020483850944
-10.745563,-12.496132,-9.31808450446759,-9.318084504467592,-10.853259969506775
-14.7234125,-18.82601,-9.931128739984343,-9.931128739984345,-14.493517319252595
-0.86776274,9.143339,6.990312317258293,6.990312317258294,5.088629636249998
0.80917215,-0.4718417,0.8270225076819145,0.8270225076819144,0.38811765607677184
-0.9492919,-1.6943616,-2.390716210200528,-2.3907162102005284,-1.6781232009974254
1.7856525,0.4443835,2.728636278160083,2.728636278160083,1.652890766146338
2.0555706,-0.5559453,-2.349850531074227,-2.349850531074227,-0.283408401957095
0.22267215,-1.1508038,-2.8706169392774497,-2.8706169392774497,-1.2662495264116258
2.9914734,2.4865847,3.5990563094610564,3.599056309461057,3.025704723596394
1.4892739,1.6978287,2.2468648652470913,2.2468648652470917,1.811322473825243
0.8848227,0.3910505,0.6135472508292256,0.6135472508292256,0.6298068116777756
1.9147912,1.8044721,3.345244479603492,3.3452444796034926,2.3548359316014325
1.6555637,1.7387992,1.7030005548311964,1.7030005548311966,1.699121160438117
5.36,4.517355,4.373600091971609,4.37360009197161,4.750318555844378
0.40461594,-0.5575099,-1.6662256550994239,-1.6662256550994239,-0.6063732051917818
-5.7344775,-7.111721,-9.261551097555696,-9.261551097555698,-7.369250044400076
-4.2664394,-4.6183953,-2.7523132721881858,-2.752313272188186,-3.879049187246322
-3.4587417,-3.926091,-3.1369092729763244,-3.136909272976325,-3.5072472183928247
-3.0143743,-2.6487777,-3.0466010778093957,-3.046601077809396,-2.903250939612409
-1.558658,-0.4761532,0.2453482822371201,0.24534828223712005,-0.5964876586929734
1.4174939,1.6343076,2.710753189193368,2.7107531891933685,1.920851623570641
-1.1444389,-0.4647381,-2.10586260203891,-2.10586260203891,-1.2383465318029887
-0.23309584,-0.073543996,-0.5739651855905632,-0.5739651855905632,-0.2935350119100604
-1.5918442,-2.3470538,-3.9074345086012094,-3.90743450860121,-2.6154441983830203
-0.17074214,0.49868366,0.8335890712853412,0.8335890712853413,0.3871768693962408
1.0508091,0.58835834,0.626747570547696,0.6267475705476961,0.7553050392578827
0.65350085,0.033775795,-0.4614555882437104,-0.4614555882437104,0.07527369105077207
0.113154486,-0.1960246,-0.8048317024710508,-0.8048317024710508,-0.2959006044468195
0.5415515,0.40677086,0.35095611339338423,0.3509561133933843,0.4330928031786541
0.9778246,0.76746243,0.5484230992998912,0.5484230992998913,0.7645700533458336
1.1327261,1.0410644,0.5613179745121379,0.561317974512138,0.9117028097922133
5.2379584,5.9746184,6.72139506160475,6.721395061604751,5.977990642584884
9.633855,8.063895,8.522609504631777,8.52260950463178,8.740119865394837
-1.984126,-3.1756222,-4.805037618502845,-4.805037618502845,-3.3215952319651407
-1.5729727,-3.0679033,-2.9686370066394008,-2.968637006639401,-2.5365042743282054
1.6812545,2.3512475,3.015476484476476,3.0154764844764763,2.3493262196179727
-0.90497285,-2.4084668,-2.825580392630085,-2.8255803926300853,-2.0463400000834415
0.32145917,-0.8940282,-0.908280167772018,-0.9082801677720181,-0.49361639347130826
1.4984322,1.992082,1.3384978270131849,1.338497827013185,1.6096707018083503
1.0988156,1.1359848,0.9060746061808582,0.9060746061808583,1.0469583149753252
-0.34678268,-0.18779108,-1.5477814967494232,-1.5477814967494232,-0.6941184300535594
0.13970296,0.0401528,0.709958763878695,0.709958763878695,0.29660484259696535
0.13108905,0.17337209,0.005493866638032552,0.0054938666380325765,0.10331832939905854
0.072841614,0.19834587,-0.3399493519094971,-0.3399493519094971,-0.02292062254837444
-0.083709255,-0.117481336,-0.7407597212753847,-0.7407597212753847,-0.31398343737794804
4.283854,4.8811984,6.114233477634775,6.114233477634776,5.093095297191735
1.582331,1.4213883,0.7217215987737686,0.7217215987737688,1.241813642869251
3.4085727,2.794307,2.2229915246403964,2.222991524640397,2.808623810113693
5.0668106,4.106591,5.031653602281488,5.031653602281489,4.735018478287351
3.8131566,2.3240874,2.4316979105133645,2.431697910513365,2.856314045020568
0.09323211,-1.3796489,-1.2547269187573944,-1.2547269187573946,-0.8470478959283682
0.4252228,-0.41920596,-1.1178746746308452,-1.1178746746308452,-0.3706192747197829
-0.38193655,-0.8712605,-1.686699137224747,-1.6866991372247473,-0.9799654037204032
0.031568542,0.012688449,0.07807861351491377,0.07807861351491377,0.040778535384341626
0.104643755,-0.3743884,-1.057056698862321,-1.057056698862321,-0.44226711116353895
4.195385,2.7002912,2.3468035689885687,2.346803568988569,3.0808265683351386
3.0697496,1.737334,0.9667675655847612,0.9667675655847614,1.9246170574349106
1.5390196,1.1697943,1.6117038548001528,1.611703854800153,1.4401725868386983
0.8824813,0.88829696,0.7039150171600825,0.7039150171600826,0.8248977321095946
-0.98329204,-1.5726585,-2.632840117507553,-2.632840117507553,-1.729596919713211
-1.1096493,-0.83599967,-1.231563779889275,-1.2315637798892751,-1.059070896168129
-0.58316106,-0.42102066,0.12422841423371897,0.12422841423371891,-0.29331777614481097
0.17948155,-0.20338562,0.7071199994566414,0.7071199994566414,0.22773864306616695
-0.43368453,-0.17723906,-0.7372467953700143,-0.7372467953700143,-0.4493901278819745
-8.190409,-7.9012055,-8.913934555602252,-8.913934555602253,-8.335182775044501
-3.4822915,-2.8013184,-2.2855181209044235,-2.285518120904424,-2.8563759960001236
-0.7172345,0.0018322663,0.05688948263417369,0.05688948263417369,-0.21950425429579057
-0.51981556,-0.030682169,-0.15893726451420187,-0.15893726451420187,-0.2364783250730018
1.4900814,1.1355791,1.9213302644817642,1.9213302644817645,1.5156635613152918
1.5228065,1.513802,1.2004656223943533,1.2004656223943535,1.41235810612608
-4.0503955,-4.997372,-6.446756526813957,-6.4467565268139575,-5.164841388658037
-0.7339862,-0.49399036,-1.3805441752064873,-1.3805441752064873,-0.8695069119330462
0.579594,0.21341309,0.2531169260929318,0.25311692609293185,0.3487080204947224
0.5364444,-0.05945713,-0.03605597800484865,-0.03605597800484866,0.14697710809948852
1.4197127,0.87657255,0.9255959788451958,0.925595978845196,1.0739603770934996
-0.3015558,-0.48183757,-2.021368416371746,-2.021368416371746,-0.9349205997992897
0.49994206,0.19428849,1.0572374404108047,1.0572374404108047,0.5838226656329473
0.18346825,0.16967672,-0.3217322500331557,-0.3217322500331557,0.010470907827769512
0.76871365,0.8252528,0.3708691430888484,0.3708691430888485,0.6549452090528909
1.6358248,1.3400999,1.645672679484164,1.6456726794841643,1.5405324699283558
1.237619,1.0993587,0.6040192532824936,0.6040192532824937,0.9803323245143712
0.78401953,0.66518277,0.1403726707033774,0.14037267070337747,0.5298583232738064
1.1718806,1.0649593,0.9122558153736329,0.912255815373633,1.0496985288814615
0.8802727,0.92111176,0.30018994352733863,0.30018994352733874,0.7005247975108219
0.505157,0.68023986,0.23032768499687356,0.23032768499687364,0.4719081982368729
-2.2198324,-2.4019945,-2.480875555409694,-2.4808755554096944,-2.3675675603196704
-1.7699686,-1.9867079,-1.1629870878415591,-1.1629870878415594,-1.6398879205769064
-2.6659544,-2.1436338,-2.630674171253173,-2.6306741712531734,-2.480087534521728
-1.1764854,-1.7270851,-0.5882896710953018,-0.5882896710953021,-1.1639534410344528
-0.5184075,-0.8354503,-0.8361999546367503,-0.8361999546367505,-0.7300192367659203
-2.3524635,-2.7710843,-3.6101256835354025,-3.610125683535403,-2.911224412517172
-2.3790386,-2.806735,-3.4948295709720694,-3.49482957097207,-2.893534473486458
-0.23901044,-0.616354,0.4588997169105446,0.4588997169105445,-0.13215490832036617
0.8752052,0.64190394,1.4533715010170167,1.4533715010170167,0.9901602188906414
-0.25120908,0.061840508,-1.1317968072407159,-1.1317968072407159,-0.44038846101736734
0.13320243,-0.025467826,-0.5503650704518822,-0.5503650704518822,-0.14754348826063565
-0.08580728,0.15368032,-0.037010408018568475,-0.037010408018568454,0.010287545927849306
0.24240895,0.35700622,0.5623764943239774,0.5623764943239774,0.38726389246376636
2.4996254,1.9099165,3.6608108008081883,3.6608108008081888,2.690117628182808
1.8862404,1.26309,0.5858453038033332,0.5858453038033334,1.2450585604606894
1.3930016,1.0834666,0.5535552468984294,0.5535552468984295,1.0100077777137018
0.7046005,0.51638895,-0.9158684819816799,-0.9158684819816798,0.10170699457727368
-0.6058356,-0.7938496,-1.2337254114375407,-1.2337254114375407,-0.8778035186206598
-3.2897012,-3.78051,-3.002283786732037,-3.0022837867320376,-3.3574983990848324
0.968965,1.6495053,3.4077806475720416,3.407780647572042,2.008750279842536
-0.13827388,-0.03232683,-0.8132291371740645,-0.8132291371740645,-0.3279432831578038
-0.22093199,-0.34266937,-0.5083870913172241,-0.5083870913172241,-0.3573294886477946
3.304293,2.8340862,3.86872360623709,3.8687236062370904,3.3357009010739844
0.7195978,0.2875759,-0.3633926923443853,-0.36339269234438526,0.21459369476073387
0.48584855,0.25431353,0.4079339737486915,0.40793397374869156,0.38269868277152636
1.1467158,1.01154,0.7711015420362832,0.7711015420362833,0.9764524525140882
0.37845254,0.142263,-0.40691641603980816,-0.40691641603980816,0.03793303954907803
-0.520897,-0.48667905,-0.46350757097957335,-0.4635075709795734,-0.49036118658303485
-2.044259,-4.011554,-3.278934481740538,-3.2789344817405386,-3.1115824391446325
0.21763352,0.27385354,1.1947707859003593,1.1947707859003593,0.5620859473057604
1.3427547,1.0440552,1.279110785750987,1.2791107857509871,1.221973537216068
0.10204622,-0.10044733,-0.6937242870052182,-0.6937242870052182,-0.23070846413637278
-0.38811368,-0.5421197,-0.8567353545264109,-0.856735354526411,-0.5956562379544214
-0.112738386,-0.23731077,-0.11721757185635635,-0.11721757185635638,-0.15575556997516973
-0.3427444,-0.5560022,-0.09208272970859564,-0.09208272970859573,-0.33027644646546694
-1.604647,-2.1821642,-2.0077803838649224,-2.007780383864923,-1.9315305785470152
-1.0554775,-1.6840551,-0.1183098048021237,-0.11830980480212394,-0.9526140918350828
-0.2714941,-0.30621684,-0.2351241376217038,-0.23512413762170387,-0.2709450213848164
-0.26191163,-0.020861536,-0.4966883328660054,-0.4966883328660054,-0.25982049992030604
0.02185592,0.046888106,0.038282740812054815,0.03828274081205482,0.03567558897884407
-0.6807584,-1.0418651,-0.47318384157789467,-0.47318384157789484,-0.7319358094108526
-0.6227285,-1.2242651,-0.4094732018645192,-0.40947320186451935,-0.7521556288777319
0.10270225,0.5325299,0.17586317141616986,0.17586317141616994,0.2703651073236089
-0.003989324,0.106115706,0.13906186114189545,0.13906186114189548,0.08039608114440415
1.8072294,1.6896224,1.3376919064493384,1.3376919064493387,1.6115146091769603
1.1451576,1.2716001,-0.08676459000057656,-0.08676459000057637,0.7766643312058625
1.0887291,1.1214921,0.35054080522351755,0.3505408052235177,0.8535873652706322
0.04381787,-0.021566072,-0.2021876506636271,-0.2021876506636271,-0.05997861760787596
-0.14876111,-0.5680577,0.12555611194033842,0.12555611194033833,-0.19708756585631296
0.2697999,0.15989062,-0.06972681155678663,-0.0697268115567866,0.11998789949259152
0.19764495,0.31725723,0.23497007677219833,0.2349700767721984,0.24995741708166905
0.04835266,0.029750587,-0.02683056569938475,-0.026830565699384745,0.01709089286842408
-1.6510017,-2.1743965,-1.5481502124824282,-1.5481502124824285,-1.7911828063977477
-1.8953162,-2.4297712,-1.7205426068546517,-1.720542606854652,-2.015210051385633
-2.9907844,-1.9999384,-2.6017803095295458,-2.601780309529546,-2.5308343219265153
-0.6735317,-0.47962955,-0.018825868969467533,-0.0188258689694676,-0.3906623854257356
-0.1852984,-0.37962714,-0.11324594072428285,-0.1132459407242829,-0.22605716404625753
-0.34276438,0.19294778,-0.3271352446037267,-0.3271352446037267,-0.15898394902407245
-0.1754611,0.010021774,-0.12942021705122175,-0.12942021705122175,-0.09828651321401656
0.35657305,0.5138097,0.008272106879142694,0.008272106879142765,0.2928849443572057
-0.5883151,-0.93885213,-0.5499147008372517,-0.5499147008372518,-0.6923606736962388
1.3198503,1.1396466,1.8560196638518038,1.856019663851804,1.438505546265624
1.1521518,1.0590538,0.7634342113223065,0.7634342113223066,0.9915465646017388
0.68614084,0.86844414,0.0974364812043825,0.09743648120438263,0.5506738204051229
0.6538859,0.7365461,0.14963236589341594,0.14963236589341605,0.5133547886845444
0.5366195,0.61677206,0.42947076314433713,0.42947076314433724,0.5276207875998294
1.0408417,0.8998955,0.30904866119709584,0.30904866119709595,0.749928636221379
0.7037036,0.85146403,0.7036673341449257,0.7036673341449258,0.7529450030544121
0.96001774,1.0528082,0.7855033800604289,0.785503380060429,0.9327764486472588
3.4377983,2.9151206,4.071544008489563,4.071544008489563,3.4748208777891647
0.81939495,-0.32707623,-0.5887041605148067,-0.5887041605148067,-0.03212848029644455
0.0765071,-0.8621153,-0.9878100190923009,-0.987810019092301,-0.5911394170378775
-0.85868615,-1.1613734,-1.2490901975395956,-1.2490901975395958,-1.0897165943702949
-0.4277274,-0.22315934,0.05939953158498515,0.05939953158498512,-0.19716241415937508
-0.3221463,0.04120517,0.17917077832051456,0.17917077832051456,-0.033923450136753124
0.2484798,0.21514189,0.7618739635877786,0.7618739635877786,0.40849854651864953
-0.059143275,-0.014326543,-0.11956037936967992,-0.11956037936967992,-0.06434339900269238
-0.48071498,-0.585943,-0.10377022171737796,-0.10377022171737804,-0.3901427472456364
0.04174845,0.041563913,0.11178561217291383,0.11178561217291383,0.06503265820179789
0.26989013,0.27618062,0.5034892585898976,0.5034892585898976,0.3498533377059811
1.5119752,1.5571998,1.6418949419017361,1.6418949419017363,1.570356648953614
0.68603045,0.73859096,0.06317431795496545,0.06317431795496554,0.49593188718921216
3.2166889,2.0320888,2.5862334860571643,2.5862334860571647,2.611670291861177
2.912977,1.6187023,1.7037685569433283,1.7037685569433285,2.0784825701285703
0.049063176,-0.878338,-1.1260931930069213,-1.1260931930069216,-0.6517893222015462
-0.62490577,-0.90577006,-0.7675599541662711,-0.7675599541662712,-0.7660786140759316
-0.17647411,-0.0053054504,-0.3177256973341916,-0.3177256973341916,-0.16650175358705435
0.76088524,0.429765,1.1855276683203053,1.1855276683203053,0.7920592976686581
3.7671812,2.9991765,3.8398988006970574,3.839898800697058,3.5354187408573523
1.8759606,1.1502647,0.017112992927180194,0.017112992927180354,1.0144461071242048
0.43754923,0.0599148,-0.428051849494402,-0.428051849494402,0.02313739382888728
1.5304431,0.9966862,1.2018639558851654,1.2018639558851656,1.2429977097213245
0.8338471,0.17026687,-0.27025565475259017,-0.27025565475259017,0.24461941927660244
4.755957,3.3469412,3.0942270975297546,3.094227097529755,3.7323752317490135
2.5126805,1.738211,3.585703591757455,3.5857035917574556,2.612198425747765
4.1069875,3.5996785,5.095566529302751,5.095566529302752,4.267410840679855
-1.5535995,-4.515724,-4.785105554393867,-4.785105554393868,-3.618143031375918
-1.5361139,-0.9540284,-1.0950480496526152,-1.0950480496526154,-1.1950634650270273
-0.9026193,-0.48007742,-0.24823173106449664,-0.2482317310644967,-0.5436428262814476
-1.964187,-1.6924329,-2.0822548302528086,-2.082254830252809,-1.912958285295858
-0.5234118,0.05785791,0.5264803872072593,0.5264803872072593,0.020308825889027642
-0.66765904,-0.40774962,-0.35082033710697874,-0.3508203371069788,-0.4754096780784249
-0.36676002,-0.38899356,-0.6681100964422911,-0.6681100964422911,-0.47462122439927157
0.5108373,0.34238887,0.45447449197605944,0.4544744919760595,0.4359002256070101
0.44008404,0.22444107,-0.052246052255012325,-0.0522460522550123,0.20409301313102982
0.5352372,0.19192658,0.040932134983783654,0.04093213498378368,0.25603197554675927
0.48521006,0.13781947,0.2255045535510426,0.22550455355104262,0.28284469453313765
2.2033708,2.5006068,2.561628339299845,2.5616283392998453,2.4218686413795707
1.4829096,1.182245,1.1775956380062265,1.1775956380062267,1.2809166983661706
1.4303204,1.5186232,1.6796891396218505,1.6796891396218507,1.5428775848605225
2.3479493,2.0075662,1.5341582931406874,1.5341582931406876,1.9632245910607304
1.4296759,1.5858942,0.7910407631848996,0.7910407631848998,1.2688703089705686
0.41886854,0.37162173,-0.43348195627244335,-0.4334819562724433,0.11900277112950212
-0.12663756,-0.01159546,-0.6936135852917765,-0.6936135852917765,-0.2772822020644855
-0.5683785,-1.0740638,-0.6112644400386812,-0.6112644400386813,-0.7512355554828645
-0.861212,-1.0932133,-0.27136979651930454,-0.2713697965193047,-0.7419317104832416
-0.3879894,-0.99944276,0.17999849094362994,0.1799984909436298,-0.4024778691483473
-0.5715756,-0.4887413,-0.24508740621168756,-0.24508740621168762,-0.4351347754973814
0.55581623,0.6282512,0.630307587104365,0.6303075871043651,0.6047916916070132
-0.14609535,0.2561093,-0.030360574638798703,-0.030360574638798668,0.026551124084010762
-0.83209723,-0.2857518,-0.4512904320375413,-0.4512904320375414,-0.5230464747950861
-1.3417889,0.46050096,0.4552291848754013,0.45522918487540137,-0.14201958250684457
-4.9196863,-3.2471144,-4.227825349800589,-4.2278253498005895,-4.131541949587664
-0.60346854,-0.6237267,0.31571606405053176,0.31571606405053165,-0.30382639961946795
-0.17598467,-0.5067103,-0.08952729032154953,-0.0895272903215496,-0.2574074206276605
1.4163762,1.3031365,1.8439193566172463,1.8439193566172465,1.521144019217264
0.49286252,0.6075143,-0.2895316889879749,-0.28953168898797477,0.2702817184727177
-0.3461458,-0.19926476,-0.6024607042336699,-0.6024607042336699,-0.38262375923872777
0.23439182,0.6141833,-0.2967508818157903,-0.2967508818157902,0.18394141112935572
-0.59020174,-0.92046523,-0.9054524152038701,-0.9054524152038702,-0.8053731272140544
-0.96675044,-2.4335735,-1.449216785294215,-1.4492167852942155,-1.616513551030689
-0.48888236,-1.1253619,-2.2750825074213914,-2.2750825074213914,-1.2964422433541276
-5.5582066,-16.768223,-11.202061277996163,-11.202061277996165,-11.176163548353864
1.3628455,1.1513557,2.4364799428423836,2.4364799428423836,1.6502270356959965
3.9541597,2.566083,3.9561978784431813,3.9561978784431817,3.4921468564944065
1.943241,0.336636,0.6834321554857924,0.6834321554857924,0.9877697009629155
1.1449066,-0.8012968,-1.0525181535328854,-1.0525181535328856,-0.23630276135091743
-0.0074391365,-1.0134516,-0.1977276539502124,-0.19772765395021255,-0.4062061222294165
